companies_mentioned,month,sector,sentiment_score,year
,11,,0.9467,14
,11,,0.9666,14
,11,,0.9947,14
,11,,0.9818,14
,11,Lodging/Resorts,0.9821,14
,11,,0.9955,14
,11,,0.9674,14
,11,,0.9948,14
,11,,0.9246,14
,11,,0.9451,14
,10,,0.9976,14
,10,,0.9961,14
,11,,0.9823,14
,11,,0.9517,14
,10,,0.9738,14
,10,,0.9711,14
,10,"Health Care,Retail",0.9188,14
,10,,0.9854,14
,10,"Health Care,Infrastructure,Retail,Self-Storage",0.9432,14
,10,,0.9929,14
,10,Residential,0.9431,14
,11,,0.9983,14
,11,"Health Care,Industrial,Residential,Self-Storage",0.9974,14
,11,"Lodging/Resorts,Office,Retail",0.9706,14
,11,Lodging/Resorts,0.9726,14
,11,Infrastructure,0.9531,14
,11,Residential,0.8497,14
,11,,0.9966,14
,11,,0.9987,14
,11,,0.9785,14
,11,,0.715,14
,11,Retail,0.9678,14
,11,,0.9839,14
,11,,0.9982,14
,11,,0.9826,14
,11,,0.9525,14
,11,,-0.8271,14
,11,,0.9774,14
,11,,0.9806,14
,12,,0.7876,14
,12,,0.981,14
,12,,0.9721,14
,12,,0.9601,14
,12,,0.9765,14
,12,,0.9848,14
,12,,0.985,14
,12,,0.9661,14
,12,,0.9811,14
,12,,0.9866,14
,12,,0.8609,14
,12,,0.9787,14
,12,,0.9746,14
,12,,0.969,14
,12,,0.9796,14
,12,,0.9673,14
,12,,0.9921,14
,12,,0.9413,14
,12,,0.9804,14
,12,,0.9735,14
,12,,0.9781,14
,12,,0.9917,14
,12,,0.9824,14
,12,,0.9735,14
,12,,0.9981,14
,12,,0.0891,14
,12,,0.8589,14
,12,,0.9788,14
,12,,0.9831,14
,12,,0.9466,14
,12,,0.9668,14
,12,,0.9673,14
,12,,0.9639,14
,12,,0.9617,14
,12,,0.9866,14
,12,,0.879,14
,12,,0.6812,14
,12,,0.9906,14
,12,,0.9943,14
,12,,0.9939,14
,01,,0.9079,15
,01,,0.9939,15
,01,,0.9508,15
,01,,0.9565,15
,01,,-0.9887,15
,01,,-0.8752,15
,01,,0.993,15
,01,,0.2944,15
,01,,-0.9844,15
,01,,0.989,15
,01,"Office,Residential,Retail",0.983,15
,01,,0.9457,15
,01,,0.9899,15
,01,,0.9718,15
,01,,0.9844,15
,01,,0.9882,15
,01,,0.9904,15
,02,,0.4767,15
,02,,0.8122,15
,02,,0.9735,15
,02,"Health Care,Self-Storage",0.9927,15
,02,,0.9777,15
,02,,0.9968,15
,02,,0.9866,15
,02,,0.8519,15
,02,,0.97,15
,02,,0.9894,15
,02,Health Care,0.9977,15
,03,,0.9955,15
,03,,0.9873,15
,03,,0.8625,15
,03,,-0.0808,15
,03,,0.9993,15
,04,,0.9716,15
,04,,0.8122,15
,04,,0.6743,15
,04,,0.993,15
,04,,-0.9117,15
,04,,0.9976,15
,04,,0.7906,15
,04,,0.8974,15
,04,,0.9843,15
,04,,0.9744,15
,04,,0.917,15
,04,Retail,0.9957,15
,04,,0.875,15
,04,,0.9654,15
,04,,-0.5849,15
,04,,-0.068,15
,05,,0.9233,15
,04,,0.9344,15
,05,,0.9882,15
,05,"Residential,Retail",0.9773,15
,05,,0.9726,15
,05,,0.9185,15
,05,Infrastructure,0.9818,15
,06,,0.9894,15
,06,,0.9432,15
,06,Office,0.9893,15
,06,,0.9954,15
,06,,-0.818,15
,06,,0.7783,15
,06,"Health Care,Infrastructure,Office,Residential",0.9995,15
,06,"Infrastructure,Timberlands",0.9877,15
,02,,0.9869,15
,06,,0.9633,15
,02,,0.9875,15
,02,,0.9726,15
,02,,0.9907,15
,02,,0.9823,15
,02,,0.9864,15
,02,,0.9618,15
,02,,0.9936,15
,03,,0.8834,15
,02,,0.9862,15
,03,,0.9359,15
,03,,0.989,15
,03,,0.994,15
,03,,0.9719,15
,03,,0.8777,15
,03,,0.9455,15
,03,Industrial,0.9976,15
,06,Retail,0.9712,15
,03,,0.9722,15
,06,,0.9873,15
,03,,0.985,15
,03,,0.9843,15
,06,Infrastructure,0.9823,15
,06,,0.8779,15
,06,,0.991,15
,06,,0.7783,15
,06,,0.9832,15
,06,,0.9944,15
,06,,0.9763,15
,06,,0.9958,15
,06,,0.9201,15
,06,,0.9836,15
,06,,0.928,15
,06,,0.9871,15
,06,Residential,0.9831,15
,06,,0.9884,15
,06,,0.97,15
,06,,-0.1306,15
,06,,0.946,15
,06,,0.9714,15
,04,,0.7792,15
,04,,0.9248,15
,04,,0.3818,15
,04,Retail,0.995,15
,04,,0.9623,15
,04,,0.9534,15
,04,,0.9761,15
,04,,0.9758,15
,04,,0.8555,15
,04,,-0.7579,15
,04,Retail,0.9776,15
,04,,-0.9476,15
,04,,0.8777,15
,04,,0.8074,15
,04,,0.9756,15
,04,Industrial,0.8807,15
,04,,0.982,15
,04,,0.9831,15
,04,,0.9827,15
,04,Residential,0.9817,15
,12,,0.9901,13
,12,,0.992,13
,12,,0.9384,13
,10,,0.8555,13
,11,,0.8516,13
,08,,0.9952,13
,07,,0.9738,13
,06,,0.9329,13
,05,,0.9833,13
,06,,0.8787,13
,05,,0.9982,13
,04,,0.9565,13
,04,,0.802,13
,05,,0.9545,13
,04,,0.9551,13
,04,,0.9052,13
,05,,0.9592,13
,04,,0.836,13
,04,,0.9958,13
,04,,0.0,13
,04,,0.0,13
,04,,0.9842,13
,04,,-0.959,13
,04,,0.0,13
,03,,0.9923,13
,04,,0.9918,13
,02,,0.9946,13
,03,,0.9934,13
,02,,0.8602,13
,02,,0.9794,13
,02,,0.9975,13
,02,,0.9576,13
,02,,0.9161,13
,01,,0.9914,13
,02,,0.9665,13
,01,,0.9732,13
,01,,0.9937,13
,01,,0.1181,13
,01,,0.9701,13
,01,,0.9934,13
,01,,0.5106,13
,01,,0.9976,13
,01,,0.9633,13
,01,,0.8901,13
,01,,0.9954,13
,02,,0.9253,13
,12,,0.954,12
,12,,0.9916,12
,12,,0.9824,12
,12,,0.9666,12
,12,,0.989,12
,12,,0.9626,12
,12,,0.4984,12
,12,,0.9862,12
,01,,0.9732,13
,01,,0.9382,13
,12,,0.9882,12
,12,,0.8905,12
,01,,0.9751,13
,12,,0.9449,12
,01,,0.9904,13
,12,,0.9538,12
,12,,0.9945,12
,12,,0.9617,12
,12,,0.9886,12
,12,,0.9955,12
,12,,0.8885,12
,12,,0.9959,12
,12,,0.8482,12
,12,,0.9616,12
,12,,0.8731,12
,12,,0.9931,12
,12,,0.9971,12
,12,,0.9966,12
,12,,0.9907,12
,12,,0.9785,12
,12,,0.9667,12
,12,,0.889,12
,12,,0.9926,12
,12,,0.9616,12
,01,,0.8151,13
,12,,0.9824,12
,01,,0.9935,13
,01,,0.9774,13
,01,,0.9915,13
,02,,0.9859,13
,01,,0.9778,13
,02,,-0.128,13
,02,,0.0,13
,02,,0.8772,13
,02,,0.9745,13
,02,,0.9965,13
,02,,0.9879,13
,02,,0.9087,13
,02,,0.9449,13
,03,,0.9927,13
,03,,0.856,13
,03,,0.0,13
,03,,0.9215,13
,03,,0.9793,13
,03,,0.9874,13
,03,,0.8933,13
,03,,0.9468,13
,03,,0.8674,13
,03,,0.9633,13
,03,,0.988,13
,03,,0.9818,13
,03,,0.993,13
,03,,0.8472,13
,03,,0.9945,13
,03,,0.9781,13
,03,,0.9329,13
,03,,0.9887,13
,03,,0.9485,13
,03,,0.9988,13
,03,,0.5849,13
,03,,0.9856,13
,03,,0.9547,13
,03,,0.984,13
,03,,0.0,13
,03,,0.5106,13
,04,,0.9873,13
,03,,0.9701,13
,04,,0.9942,13
,04,,-0.5531,13
,04,,0.987,13
,04,,0.8562,13
,04,,0.9834,13
,04,,0.891,13
,04,,0.0,13
,04,,0.9917,13
,04,,0.9393,13
,04,,0.0,13
,04,,0.9879,13
,04,,0.9857,13
,04,,0.9938,13
,04,,0.9939,13
,04,,0.9213,13
,04,,0.9615,13
,04,,0.802,13
,04,,0.9979,13
,04,,0.9485,13
,04,,0.9442,13
,04,,0.6096,13
,04,,0.8807,13
,04,,0.9915,13
,04,,0.9932,13
,04,,0.3744,13
,05,,0.9804,13
,05,,0.9734,13
,05,,0.9808,13
,04,,0.8316,13
,05,,0.9962,13
,05,,0.7845,13
,05,,-0.6987,13
,05,,0.9913,13
,06,,0.9949,13
,06,,0.9945,13
,05,,0.0,13
,06,,0.9874,13
,06,,0.8555,13
,06,,0.9785,13
,06,,0.0,13
,06,,0.0,13
,06,,0.8822,13
,06,,0.9976,13
,06,,0.9621,13
,06,,0.9807,13
,06,,0.9674,13
,06,,0.994,13
,06,,0.9623,13
,06,,0.9912,13
,06,,0.9731,13
,06,,0.8408,13
,06,Retail,0.9936,13
,06,,0.9854,13
,06,,0.9072,13
,06,,0.9081,13
,06,,0.9841,13
,06,,0.9618,13
,06,,0.9823,13
,06,,0.0,13
,06,,0.8176,13
,06,,0.9969,13
,06,,0.995,13
,06,,0.9874,13
,06,,0.9595,13
,06,,0.9862,13
,06,,0.9915,13
,06,,0.9636,13
,06,,0.8313,13
,06,,0.5719,13
,06,,0.9837,13
,06,,0.9064,13
,06,,0.988,13
,06,,0.9854,13
,06,,-0.9375,13
,06,,0.9061,13
,06,,0.9925,13
,06,,0.9921,13
,06,,0.9966,13
,06,,0.9956,13
,07,,0.9911,13
,07,,0.9887,13
,07,,0.9862,13
,07,,0.9612,13
,07,,0.9972,13
,07,,0.9829,13
,07,,0.7267,13
,07,,0.0,13
,07,,0.5859,13
,07,,0.9719,13
,07,,-0.9096,13
,07,,0.9919,13
,07,,0.9889,13
,07,,0.9958,13
,07,,0.9898,13
,07,,0.9892,13
,07,Health Care,0.999,13
,07,,0.7906,13
,08,,0.9911,13
,08,,0.9977,13
,08,,0.9962,13
,08,,0.8445,13
,08,,0.8777,13
,07,,0.9633,13
,08,Residential,0.9813,13
,08,,0.9918,13
,08,,0.981,13
,09,,0.9895,13
,08,,0.9144,13
,09,,0.9805,13
,08,,0.1727,13
,09,Office,0.9959,13
,09,,0.8832,13
,09,,0.9652,13
,09,,0.9814,13
,09,Infrastructure,0.999,13
,09,,-0.9983,13
,09,,0.9682,13
,09,,0.9556,13
,09,,0.0,13
,07,,0.9425,13
,07,,0.9628,13
,07,,0.4304,13
,10,,0.9586,13
,07,,0.9584,13
,10,,0.9879,13
,07,,0.9878,13
,07,,0.9902,13
,07,,0.9842,13
,07,,0.992,13
,07,,0.9762,13
,08,,0.9868,13
,07,,0.9813,13
,07,,0.9934,13
,07,,0.9869,13
,07,,0.9653,13
,07,,0.9901,13
,07,,0.9968,13
,07,,0.5994,13
,07,,0.8619,13
,07,,0.9606,13
,07,,0.9665,13
,11,,0.9882,13
,11,,0.9253,13
,11,,0.9926,13
,07,,0.9942,13
,11,,0.952,13
,11,Lodging/Resorts,0.9846,13
,11,,0.9897,13
,11,,0.9834,13
,11,,0.9899,13
,11,,0.0,13
,11,,0.9889,13
,11,,0.991,13
,11,,0.9934,13
,11,,0.9932,13
,11,Industrial,0.9956,13
,11,,0.9438,13
,11,,0.9955,13
,11,,0.9319,13
,11,,0.9559,13
,10,,0.9551,13
,10,,0.0,13
,10,,0.7717,13
,11,,0.9947,13
,10,,0.9784,13
,10,,0.9531,13
,10,Retail,0.6486,13
,10,,0.9851,13
,10,,0.9883,13
,10,Retail,0.9862,13
,11,,0.9934,13
,10,,0.9696,13
,11,,0.9845,13
,11,,0.9951,13
,11,,0.8798,13
,11,,0.9432,13
,11,,0.9136,13
,11,,0.9816,13
,11,,0.9714,13
,11,,0.9868,13
,11,,0.9702,13
,11,,0.9825,13
,11,Residential,0.9527,13
,11,,0.9504,13
,11,,0.9955,13
,11,,0.9941,13
,11,,0.8989,13
,11,,0.987,13
,11,,0.9879,13
,11,,0.9734,13
,11,,0.7906,13
,12,,0.9627,13
,11,,0.9719,13
,12,,0.99,13
,12,,0.9675,13
,12,,0.9508,13
,12,,0.9735,13
,12,Retail,0.9468,13
,12,,0.9965,13
,12,,0.9892,13
,12,,0.8347,13
,12,,0.9894,13
,12,,0.9753,13
,12,,0.9506,13
,12,,0.9887,13
,12,,0.9509,13
,12,,0.997,13
,12,,0.9805,13
,12,,0.9935,13
,12,Retail,0.9894,13
,12,,0.9164,13
,12,,0.8783,13
,12,,0.9961,13
,12,,0.9667,13
,12,,0.8355,13
,01,,0.7436,14
,12,,0.9589,13
,12,Retail,0.9831,13
,01,,0.9963,14
,01,,0.9494,14
,01,,0.9862,14
,01,,0.8925,14
,01,,0.9882,14
,01,Residential,0.989,14
,01,,0.9994,14
,01,,0.999,14
,01,,0.9623,14
,01,,0.9792,14
,01,,0.996,14
,01,,0.9752,14
,01,,0.9246,14
,01,,0.9844,14
,01,,0.9628,14
,01,,0.9792,14
,01,,0.9288,14
,12,,0.9468,13
,12,,0.9945,13
,01,,0.9954,14
,12,,0.9972,13
,12,,0.9741,13
,01,"Lodging/Resorts,Industrial,Residential",0.989,14
,12,Residential,0.9938,13
,12,,0.9934,13
,12,,0.9908,13
,12,,0.9649,13
,12,,0.8931,13
,12,,0.9819,13
,12,,0.8531,13
,12,,0.9914,13
,01,,0.0,14
,01,,0.9955,14
,01,,0.978,14
,01,,0.8126,14
,01,,0.9853,14
,01,Health Care,0.9991,14
,01,,0.9325,14
,01,,0.9964,14
,01,"Industrial,Timberlands",0.9726,14
,01,,0.9871,14
,01,,0.9774,14
,01,,0.9758,14
,01,,0.9887,14
,01,,0.9937,14
,01,Office,0.9933,14
,02,,0.981,14
,02,Retail,0.9979,14
,02,,0.9666,14
,02,,0.9855,14
,01,,0.9486,14
,01,,0.9861,14
,02,"Office,Residential",0.9774,14
,02,,0.9904,14
,02,Retail,0.9948,14
,02,,0.9702,14
,02,,0.9981,14
,02,,0.9927,14
,12,,0.9919,13
,11,,0.9897,12
,11,,0.0,12
,08,,0.9636,12
,08,,0.9804,12
,11,,0.9931,12
,11,,0.9877,12
,11,,0.9202,12
,11,,0.8652,12
,05,,0.9925,12
,05,,0.9806,12
,05,,0.9919,12
,05,,0.9771,12
,04,,0.9756,12
,04,,0.646,12
,04,,0.9914,12
,04,,0.9524,12
,04,,0.9779,12
,04,,0.8483,12
,04,,0.9207,12
,04,,0.9942,12
,04,,0.9201,12
,03,,0.9572,12
,03,,0.9183,12
,03,,0.8015,12
,03,,0.9551,12
,03,,0.0,12
,03,,0.0,12
,03,,0.9013,12
,03,,0.0,12
,03,,0.9971,12
,03,,0.0,12
,03,,0.9849,12
,03,,0.0,12
,01,,0.9716,12
,01,,0.0,12
,03,,0.9759,12
,03,,0.9953,12
,03,,0.9325,12
,03,,0.0,12
,03,,-0.8159,12
,03,Timberlands,0.9991,12
,03,,0.9847,12
,01,,0.0,12
,01,,0.96,12
,02,,0.0,12
,02,,0.9794,12
,02,,0.995,12
,02,,0.9955,12
,02,,0.9976,12
,02,,0.0,12
,02,,0.0,12
,02,,0.9843,12
,02,,0.9911,12
,02,,0.9878,12
,02,,0.9923,12
,02,,0.9638,12
,02,,0.9958,12
,02,,0.9937,12
,02,,0.0,12
,02,,0.9967,12
,02,,0.5429,12
,03,,0.9822,12
,03,,0.9894,12
,03,,0.9301,12
,01,,0.994,12
,01,,0.0,12
,03,,0.9884,12
,03,,0.9267,12
,01,,0.0,12
,01,,0.0,12
,01,,0.987,12
,01,,0.0,12
,01,,0.0,12
,01,,0.0,12
,01,,0.0,12
,01,,0.9751,12
,01,,0.0,12
,01,,0.9866,12
,01,,0.7382,12
,01,,-0.3071,12
,01,,0.0,12
,01,,0.9588,12
,01,,0.0,12
,01,,0.9744,12
,03,,0.9857,12
,03,,0.9804,12
,03,,0.9847,12
,01,,0.9906,12
,03,,0.987,12
,03,,0.8708,12
,03,,0.9346,12
,03,,0.0,12
,03,,0.9738,12
,03,,0.7783,12
,03,,0.9915,12
,03,,0.9879,12
,03,,0.9513,12
,04,,0.9949,12
,03,,0.9191,12
,01,,0.0,12
,04,,0.9891,12
,04,,0.9864,12
,04,,0.868,12
,04,,0.945,12
,04,,0.9933,12
,04,,0.9936,12
,04,,0.9902,12
,04,,0.9761,12
,04,,0.9922,12
,04,,0.9846,12
,04,,0.9816,12
,04,,0.9873,12
,04,,0.986,12
,04,,0.7679,12
,04,,0.9428,12
,04,,0.967,12
,04,,0.3056,12
,04,,0.9814,12
,04,,0.7577,12
,04,,0.9694,12
,04,,0.9828,12
,04,,0.4832,12
,04,,0.9183,12
,04,,0.984,12
,04,,0.95,12
,04,,0.9959,12
,04,,0.785,12
,04,,0.9929,12
,04,,0.9081,12
,04,,0.9811,12
,04,,0.9749,12
,05,,0.9633,12
,05,,0.9926,12
,05,,0.9773,12
,05,,0.9875,12
,05,,0.9734,12
,05,,0.9661,12
,05,,0.9952,12
,05,,0.9881,12
,05,,0.9849,12
,05,,0.9973,12
,05,,0.9601,12
,05,,0.9633,12
,05,,0.9348,12
,05,,0.9941,12
,05,,0.8858,12
,05,,0.9497,12
,05,,0.0,12
,05,,0.0,12
,05,,0.9932,12
,05,,0.9771,12
,05,,0.9747,12
,05,,0.9837,12
,05,,0.9924,12
,05,,0.7717,12
,05,,0.8746,12
,06,,0.9854,12
,06,,0.0,12
,06,,0.0,12
,06,,0.0,12
,06,,0.9806,12
,06,,0.8117,12
,06,,0.934,12
,06,,0.9634,12
,06,,0.987,12
,06,,-0.5189,12
,06,,0.9819,12
,06,,0.9623,12
,06,,0.0,12
,07,,0.3337,12
,05,,0.988,12
,07,,0.0,12
,07,,0.9318,12
,07,,0.0,12
,07,,0.0,12
,07,,0.9714,12
,07,,0.9855,12
,07,,0.0,12
,07,,0.9869,12
,07,,0.9959,12
,07,,0.0,12
,07,,0.9319,12
,07,,0.9552,12
,07,,0.981,12
,07,,0.9876,12
,07,,-0.9715,12
,07,,0.9834,12
,07,,0.0,12
,07,,0.9274,12
,07,,0.963,12
,06,,0.9884,12
,06,,0.0,12
,06,,0.9871,12
,06,,0.9894,12
,06,,0.9929,12
,06,,0.971,12
,06,,0.9811,12
,06,,0.9858,12
,06,,0.0,12
,06,,0.9765,12
,06,,0.9047,12
,06,,0.9147,12
,06,,0.9738,12
,06,,0.9898,12
,06,,0.9909,12
,06,,0.0,12
,06,,0.9696,12
,07,,0.0,12
,06,,0.9082,12
,07,,0.0,12
,07,,0.971,12
,06,,0.9987,12
,06,,0.899,12
,07,,0.9976,12
,07,,0.9621,12
,07,,0.0,12
,07,,0.0,12
,07,,0.0,12
,07,,0.9411,12
,07,,0.5794,12
,07,,0.9963,12
,07,,0.0,12
,07,,0.9484,12
,07,,0.0,12
,07,,0.9792,12
,07,,0.9841,12
,07,,-0.2235,12
,08,,0.9957,12
,08,,0.9778,12
,08,,0.9835,12
,11,,0.9797,12
,11,,0.9809,12
,11,,0.896,12
,11,,0.994,12
,11,,0.9751,12
,11,,0.9788,12
,11,,0.0,12
,11,,0.9897,12
,11,,0.9657,12
,11,,0.9992,12
,11,,0.9945,12
,11,,0.9836,12
,11,,0.9752,12
,11,,0.9985,12
,08,,0.9666,12
,11,,0.0,12
,08,,0.9894,12
,08,,0.908,12
,08,,0.1289,12
,08,,0.8505,12
,08,,0.8783,12
,11,,0.0,12
,08,,0.9842,12
,08,,0.9161,12
,08,,0.9717,12
,08,,0.9953,12
,08,,0.9859,12
,08,,0.8467,12
,08,,0.9947,12
,08,,0.9856,12
,08,,0.9785,12
,08,,0.8961,12
,08,,0.9989,12
,08,,0.9266,12
,09,,0.9979,12
,08,,0.9964,12
,09,,0.941,12
,09,,0.9967,12
,10,,0.9118,12
,10,,0.9877,12
,10,,-0.5512,12
,10,,0.9879,12
,10,,0.9913,12
,10,,0.9913,12
,10,,0.9807,12
,10,,0.9959,12
,10,,0.9896,12
,10,,0.9882,12
,10,,0.9633,12
,10,,0.3588,12
,10,,0.9858,12
,10,,0.7391,12
,10,,0.6597,12
,10,,0.9896,12
,10,,0.9923,12
,08,,0.9949,12
,08,,0.969,12
,08,,0.9993,12
,09,,0.749,12
,08,,-0.7305,12
,09,,0.9682,12
,09,,0.9775,12
,09,,0.4215,12
,09,,0.9998,12
,09,,0.9874,12
,09,,0.9903,12
,09,,0.9965,12
,09,,0.9908,12
,08,,0.9966,12
,09,,0.9944,12
,09,,0.0,12
,09,,-0.805,12
,11,,0.9935,12
,11,,0.0,12
,11,,0.9617,12
,09,,0.7264,12
,09,,0.9987,12
,11,,0.9671,12
,11,,0.9928,12
,11,,0.9928,12
,11,,0.9917,12
,11,,0.965,12
,11,,0.9876,12
,11,,0.9468,12
,11,,0.2217,12
,11,,0.9985,12
,11,,0.9877,12
,11,,0.9843,12
,11,,0.9815,12
,11,,0.9726,12
,11,,0.9882,12
,11,,0.9992,12
,11,,0.9974,12
,11,,0.9915,12
,11,,-0.4363,12
,11,,0.8689,12
,11,,0.9661,12
,12,,0.9819,12
,12,,0.946,12
,12,,0.964,12
,12,,0.9956,12
,12,,0.9656,12
,12,,0.95,12
,12,,0.4472,12
,12,,0.9833,12
,12,,0.9631,12
,12,,0.9975,12
,12,,0.9652,12
,12,,0.9843,12
,12,,0.978,12
,12,,0.8069,12
,12,,0.971,12
